trial,fold,best_epoch,val_mean_euclidean_mm,val_max_euclidean_mm,val_std_euclidean_mm,precision,recall,f1,hp::train.learning_rate,hp::train.batch_size,hp::model.feature_size,hp::model.drop_rate,hp::augment.flip_prob,hp::augment.rotate90_prob,hp::augment.zoom_prob,hp::metrics.pred_threshold
5,3,7,0.5993564294072108,21.944993089540947,1.3844445705774633,0.9665291150848234,0.41187964048456427,0.5776133716947527,0.0002385264834812574,4,48,0.24251920443493832,0.38276826150402243,0.25860326840383036,0.6105398159072942,0.4820457481218804
5,4,9,0.6379561371392617,11.110866810469828,0.8405114496339318,0.9804143126177024,0.5217478452595711,0.6810570381998954,0.0002385264834812574,4,48,0.24251920443493832,0.38276826150402243,0.25860326840383036,0.6105398159072942,0.4820457481218804
5,5,12,0.6983778762160632,17.092910912129625,1.2560647497231068,0.9816367265469061,0.5337529845886694,0.6915073115860517,0.0002385264834812574,4,48,0.24251920443493832,0.38276826150402243,0.25860326840383036,0.6105398159072942,0.4820457481218804
6,1,8,0.4948228919696814,14.770360769121382,0.7034008213853736,0.9936507936507937,0.3665105386416862,0.5355004277159966,0.00027832876780755863,2,24,0.2727961206236346,0.3552679889600102,0.5975133706123892,0.38702664565364664,0.5060204063533432
6,2,5,0.7176069147501533,13.837743714926937,1.2835254364819766,0.9564041906049341,0.5558829306619525,0.7031055900621119,0.00027832876780755863,2,24,0.2727961206236346,0.3552679889600102,0.5975133706123892,0.38702664565364664,0.5060204063533432
6,3,13,0.319945477952912,8.362034596914796,0.4874393644373279,0.9955686853766618,0.26338413442751074,0.4165636588380717,0.00027832876780755863,2,24,0.2727961206236346,0.3552679889600102,0.5975133706123892,0.38702664565364664,0.5060204063533432
6,4,8,0.6846902003335655,27.681015809576063,1.1450417307346001,0.965913932680017,0.4543996792944478,0.6180479825517993,0.00027832876780755863,2,24,0.2727961206236346,0.3552679889600102,0.5975133706123892,0.38702664565364664,0.5060204063533432
6,5,10,0.807178906163126,15.026811964285704,1.2674972913787983,0.9471428571428572,0.2878228782287823,0.4414849342433827,0.00027832876780755863,2,24,0.2727961206236346,0.3552679889600102,0.5975133706123892,0.38702664565364664,0.5060204063533432
7,1,13,0.39576124132789975,4.846674815788655,0.34757597897150394,0.9975786924939467,0.19297423887587822,0.32339089481946626,0.00087904513849726,1,48,0.23253984700833435,0.7636993649385135,0.7368964102565894,0.5587399872866512,0.6265622705069351
7,2,6,0.3976779246871372,1.3686801598620475,0.22895887773834975,1.0,0.04144568846984875,0.07959260656356093,0.00087904513849726,1,48,0.23253984700833435,0.7636993649385135,0.7368964102565894,0.5587399872866512,0.6265622705069351
7,3,7,0.2055269990891019,0.6460000386996892,0.1359383754910386,1.0,0.008206330597889801,0.01627906976744186,0.00087904513849726,1,48,0.23253984700833435,0.7636993649385135,0.7368964102565894,0.5587399872866512,0.6265622705069351
7,4,9,0.29894315133088506,0.3970550717469807,0.08413898188330747,1.0,0.0010022048506714773,0.002002402883460152,0.00087904513849726,1,48,0.23253984700833435,0.7636993649385135,0.7368964102565894,0.5587399872866512,0.6265622705069351
7,5,11,0.40060404507396047,2.164073346723719,0.2783577873938048,1.0,0.13870197525504666,0.2436141822340831,0.00087904513849726,1,48,0.23253984700833435,0.7636993649385135,0.7368964102565894,0.5587399872866512,0.6265622705069351
8,1,16,0.7772078877877194,27.24217898663761,1.828614953040521,0.9487179487179487,0.7711943793911007,0.850794470998579,0.0002541588599842733,1,24,0.0975990992289793,0.43320637381368926,0.3628094190643376,0.6972425054911577,0.45702599800807675
8,2,5,0.961353131549697,20.29623880919812,1.982269489954059,0.9268488745980707,0.6794342958161461,0.7840870452227134,0.0002541588599842733,1,24,0.0975990992289793,0.43320637381368926,0.3628094190643376,0.6972425054911577,0.45702599800807675
8,3,4,0.7226320238671601,19.40247849786207,1.451736458685754,0.9480558930741191,0.6098085189527159,0.7422116527942926,0.0002541588599842733,1,24,0.0975990992289793,0.43320637381368926,0.3628094190643376,0.6972425054911577,0.45702599800807675
8,4,11,0.8449325036855951,27.36852099219101,1.4590045668734812,0.954857444561774,0.7249949889757467,0.8241996126239034,0.0002541588599842733,1,24,0.0975990992289793,0.43320637381368926,0.3628094190643376,0.6972425054911577,0.45702599800807675
8,5,9,0.9443443898737289,26.240292207214463,1.871398192724699,0.9354640442532268,0.660733666160191,0.7744561760590255,0.0002541588599842733,1,24,0.0975990992289793,0.43320637381368926,0.3628094190643376,0.6972425054911577,0.45702599800807675
